sensor,date,time,Density,Flow,Speed
S124,05/01/2013,9:00 pm,5.217643,1212,58.083366
S124,05/01/2013,9:30 pm,5.087873,1180,58.49979
S124,05/01/2013,10:00 pm,5.709815,1312,57.37617
S124,05/01/2013,10:30 pm,6.8945866,1596,58.002876
S124,05/01/2013,11:00 pm,6.809716,1578,58.0557
S124,05/01/2013,11:30 pm,5.3062506,1234,58.40456
S124,05/01/2013,Midnight,4.620408,1060,58.05188
S124,06/01/2013,12:30 am,3.4977477,794,57.3292
S124,06/01/2013,1:00 am,2.6057942,592,57.647427
S124,06/01/2013,1:30 am,1.9429897,442,57.70102
S124,06/01/2013,2:00 am,1.896581,436,57.482143
S124,06/01/2013,2:30 am,2.3789778,534,56.43088
S124,06/01/2013,3:00 am,1.797681,398,57.707047
S124,06/01/2013,3:30 am,1.2325355,284,60.97901
S124,06/01/2013,4:00 am,0.93626344,204,56.73984
S124,06/01/2013,4:30 am,0.9911528,202,55.12328
S124,06/01/2013,5:00 am,0.82941186,172,57.315258
S124,06/01/2013,5:30 am,0.77501595,164,56.91695
S124,06/01/2013,6:00 am,1.0712589,250,59.43827
S124,06/01/2013,6:30 am,1.3765163,306,58.547245
S124,06/01/2013,7:00 am,1.4954277,346,58.94445
S124,06/01/2013,7:30 am,1.9342686,428,59.159245
S124,06/01/2013,8:00 am,2.962566,702,59.729702
S124,06/01/2013,8:30 am,2.6494534,630,60.105064
S124,06/01/2013,9:00 am,3.0204248,718,59.978634
S124,06/01/2013,9:30 am,3.5486414,832,58.848404
S124,06/01/2013,10:00 am,4.358524,1026,59.997395
S124,06/01/2013,10:30 am,4.826475,1118,59.637863
S124,06/01/2013,11:00 am,5.889702,1420,60.84823
S124,06/01/2013,11:30 am,6.5205994,1556,60.22319
S124,06/01/2013,Noon,7.235825,1742,60.57028
S124,06/01/2013,12:30 pm,7.4937086,1780,59.661995
S124,06/01/2013,1:00 pm,8.431844,2006,59.961697
S124,06/01/2013,1:30 pm,8.643441,2080,60.262356
S124,06/01/2013,2:00 pm,8.493108,2024,59.72251
S124,06/01/2013,2:30 pm,9.357949,2190,59.07306
S124,06/01/2013,3:00 pm,9.1076,2144,59.209576
S124,06/01/2013,3:30 pm,9.236421,2220,60.457447
S124,06/01/2013,4:00 pm,9.875524,2330,59.322487
S124,06/01/2013,4:30 pm,9.4431505,2222,58.957092
S124,06/01/2013,5:00 pm,9.105852,2134,58.65971
S124,06/01/2013,5:30 pm,9.821461,2276,57.796913
S124,06/01/2013,6:00 pm,8.522816,1968,57.89652
S124,06/01/2013,6:30 pm,8.725722,1978,57.021618
S124,06/01/2013,7:00 pm,7.4114413,1704,58.044174
S124,06/01/2013,7:30 pm,7.1488876,1652,57.933052
S124,06/01/2013,8:00 pm,6.6927314,1504,57.360123
S124,06/01/2013,8:30 pm,6.754038,1556,57.995987
S124,06/01/2013,9:00 pm,6.432603,1454,57.07124
S124,06/01/2013,9:30 pm,5.4872837,1258,57.85526
S124,06/01/2013,10:00 pm,4.1076827,934,58.428574
S124,06/01/2013,10:30 pm,4.011111,918,58.671608
S124,06/01/2013,11:00 pm,2.9135969,670,58.46997
S124,06/01/2013,11:30 pm,3.0463195,670,57.221825
S124,06/01/2013,Midnight,2.663339,598,57.634163
S124,07/01/2013,12:30 am,1.6681483,380,57.951412
S124,07/01/2013,1:00 am,1.6836959,354,56.17633
S124,07/01/2013,1:30 am,1.146393,246,56.327267
S124,07/01/2013,2:00 am,0.943804,192,54.09903
S124,07/01/2013,2:30 am,1.1221645,250,56.931847
S124,07/01/2013,3:00 am,0.8352314,162,54.524452
S124,07/01/2013,3:30 am,0.658575,134,55.9291
S124,07/01/2013,4:00 am,0.84256345,172,56.5717
S124,07/01/2013,4:30 am,0.87220657,160,55.94054
S124,07/01/2013,5:00 am,1.4486182,276,55.42909
S124,07/01/2013,5:30 am,2.2043922,486,57.80706
S124,07/01/2013,6:00 am,3.9078245,862,57.846928
S124,07/01/2013,6:30 am,5.6727896,1238,58.037373
S124,07/01/2013,7:00 am,8.161754,1826,57.08656
